"id","query","product_title","product_description","median_relevance","relevance_variance"
16420,"glitter vial","krylon glitter golden glow","make craft project gleam sparkl krylon glitter golden glow spray paint adher includ glass name just krylon glitter spray acidfre formul provid full coverag threedimension look",2,1.02
16422,"acoust guitar clamp","quick chang tune clamp key capo acoust electr guitar","",4,0.8
16424,"cargo short","southpol belt camo print cargo short men white","southpol belt camo print cargo short men southpol belt camo print cargo short scream summertim inseam cotton import",4,0
16425,"adida pant","adida team tiro number train pant women ","reign suprem pitch adida tiro number train pant soccer warmup pant use construct wick sweat away leav comfort readi action elast waist zipper leg hem pocket offer great fit feel prepar victori appli embroid adida brandmark let know kick top name game polyest import",4,0
16428,"queen comfort set","tula comfort set","pamper paisley tula number piec comfort set come complet generous fill number standard pillow number decor pillow top ensembl perfect everyth set made polyest can simpli machin wash cold tumbl dri low",3,0.471
16431,"appl iphon number gb otterbox","otterbox symmetri case appl iphon number"," clean construct case easi instal onepiec form dont let eleg simplic fool dualmateri construct make symmetri seri one protect case class symmetri seri appl iphon number style want protect need come just also life array color graphic choos your sure find style speak ",3,0.471
16436,"rachel ray cookwar","rachael ray oven lovin numberinch numberinch crispi sheet nonstick cooki orang","product inform rachael ray oven lovin numberinch numberinch crispi sheet nonstick cooki orang nonstick cooki pan rachael ray exclus measur number number inch portion proceed will donat rachael ray organ promot healthi cook famili longlast nonstick insid perfect bake need extra wide handl comfort silicon grip confid hold even bulki oven mitt oven safe number degre dishwash weight number number lbs manufactur meyer",4,0.471
16438,"candl lantern","ceram candl lantern bird design number ","number piec number candl type votiv materi ceram dimens number number h x number number w x number number d batteri batteri use",4,0
16439,"batman","batman six pack big men graphic tee","cotton machin wash cold like color nonchlorin bleach tumbl dri low iron decor dri clean decor",4,0.943
16443,"toddler sandal","carter littl boy toddler boy sandal","feet will get swallow doubl easi secur monstrous awesom sandal carter",4,0.943
16452,"plantron cord headset","plantron cs number headset","new improv reliabl fall love new cs wireless headset seri anoth cs famili head bestsel list plantron legendari cs famili set new wireless standard desk phone communic cs500 seri new system featur lightest dect headset new streamlin design improv perform reliabl handsfre product made cs famili bestsel near decad",4,0.471
16458,"outdoor cover","ncaa uconn huski rectangl patio set cover","uconn huski rectangl patio set cover protect patio furnitur harshest condit offici licens ncaa cover featur huge team name logo across top",3,1.118
16466,"toaster oven","oster numberslic toaster oven stainless steel","oster numberslic toaster oven conveni prepar meal snack without turn big convent oven ideal quick grab go food heat leftov",4,0
16468,"yoga pant","danskin now women dri capri pant numberpack bundl","live life comfort style danskin now capri numberpack bundl made cotton blend featur moistur wick pant will help feel even tough workout pant come assort color can easili mix match tshirt sweatshirt pant tagfre waistband maximum comfort last day long stay shape look great comfort danskin capri pant danskin now women dri capri pant black navi spandex heather grey spandex elast waistband tagfre ad comfort moistur wick technolog machin wash cold women capri pant",2,0
16469,"ps2 control usb","soni playstat number ps2 control usb adapt convert ps3 window pc","",4,0
16471,"number gb memori card","transcend 16gb microsd micro sdhc tf flash class number memori card 16g sd adapt","ebay item may number number number number view revis item specif shoppingusa2013 categori restrictor wrench sediment block filter shut valv valv valv suppli feeder valv valv ball valv alkalin filter membran hous filter hous filter system card ",4,0
16472,"led christma light","set number twinkl cool white led christma light extens set clear wire","led connect new flexibl light system",4,0
16474,"dress shirt","cabl gaug henley drawstr waist roll dress","give look sophist updat cabl gaug henley dress shortsleev dress sure make impress",3,1.166
16482,"san francisco 49er","san francisco 49er joe montana frame unifram","frame photograph make great gift footbal fan life joe montana captur play san francisco 49er back wall photograph imag favorit player jersey will look amaz den kid room dynam silhouet action imag player jersey depict",3,0
16486,"iphon number case","icat dri cat neck waterproof case lanyard black","dri cat waterproof iphon case lanyard carabin clip dri cat unlik waterproof case easi use allow devic fulli simpli place devic waterproof shell clamp shut uniqu silicon shield allow take shoot make call listen music phone secur protect case",3,0.471
16487,"golf shoe","adida ladi adizero sport ii golf shoe number us medium","",4,0.49
16490,"full tang knife","bone edg stainless steel numberinch full tang damascuss skinner knife","damascuss full tang skinner knife showcas handmad genuin bone handl stainless steel blade stitch sheath includ classic knife bone edg",4,0.471
16494,"girl halloween costum","gnome girl toddler halloween costum","gnome toddler costum transform littl one charact whimsic lawn folklor various stori avail toddler fun choic kid wear costum go tricktreat anoth halloween event includ gnome girl costum dress pink green suspend flower design also pink gnome hat flower decor curlyto pink booti gnome halloween costum recommend kid age number number",4,0.471
16501,"microwav","lg countertop microwav oven easyclean lcrt1513st number 5cf stainless steel","",4,0
